"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4767","should be able to login successfully","chromium","Mon Sep 16 20:08:54 AST 2024","passed","Mon Sep 16 20:08:59 AST 2024","Login test suites @Regression","login.spec.ts","",""
